year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
19617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35539,34926,30344,28554,25809,24861,7512,0,9321,0,0,0,0,0,0,0,0,0,0,0,0,0,63919,85261,50365,
19731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4803,17176,2169,21323,1321,0,0,0,0,0,0,0,,,,,,,,,,,
19745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7926,6934,8883,6485,9645,9142,0,28,0,0,12649,12309,10507,10156,39331,41466,40558,46632,48987,39292,
19871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2675,2004,2660,1318,-50,-408,2344,2597,2747,3370,3031,1808,2928,1650,1468,
20212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7686,13686,5537,7791,5617,4409,3095,2619,5420,7018,0,0,4418,13838,7678,13240,14259,21153,34231,37733,47756,41943,39366,41760,
20232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210,1138,6283,2106,3975,2405,1574,2417,4976,6135,6252,5137,5228,6942,2360,3666,3318,3689,6741,5488,,,,,
20520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6317,5613,12881,14696,9752,7914,11311,14253,13733,13506,16140,10438,13249,12234,9987,22138,31253,32274,30889,26521,26414,26052,25444,24687,20225,
20629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3027,13192,16746,7841,9265,27597,15047,12290,13925,31823,34707,29717,27246,27625,35788,43749,
21076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3383,4232,4144,4752,12286,18117,18481,9707,11124,5413,16271,33806,21007,29912,34048,29434,33505,34891,32425,33941,37796,29290,15824,30010,39283,
21157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-60,0,,,,,,,,,,,,,,,,,,
21344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10184,7317,13767,10906,5112,1563,6741,6742,8055,12049,25406,31226,26833,33040,37518,53503,64229,67551,70996,63791,65151,63599,64192,69477,70119,
21438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9561,686,5663,4217,1336,547,123,-409,109,6,26,460,1403,1833,,,,,,,,,,,
21510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1689,5307,8840,13068,21494,59173,23116,,33939,20681,27883,44140,35129,38761,27990,27948,33654,43582,47260,
21535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8290,3524,12341,0,0,0,-2765,2536,2175,0,3455,0,0,0,0,0,0,0,0,0,1966,7298,5044,
21665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2000,1860,1530,1757,1550,880,1470,14215,32590,41700,37154,43040,47271,52491,61931,
21828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,2459,1719,,2485,7734,3246,0,0,878,2427,2889,2901,1491,1703,,,,,,
22356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13482,0,0,0,0,0,5572,17800,26851,28884,41923,45979,62797,71390,67517,59955,49695,51829,53833,57903,57319,58257,36407,
22551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568,,,,,,3344,6259,3503,2812,6981,0,8397,5610,11166,47670,2627,,,,,,,
22701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6413,5883,7882,5648,5825,4112,3698,5783,5853,6730,1918,,8702,4714,1972,2021,4418,1168,4065,1300,1602,1047,-363,0,
22912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276,5427,4127,4734,917,0,0,0,10556,0,14733,18510,15418,,,,,,,,,,,,
23019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-202,708,2502,7665,11307,,,,,,,,,,,
23055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128,3722,3653,3278,3720,3990,4644,5547,6096,40,,,,,,,,,,,,,,,
23071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28608,13633,18317,9180,5162,3568,3010,3915,1624,5146,3210,0,,,,,,,,,,,,,
23082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48621,30374,14835,16439,3025,3556,3656,4864,7091,13636,27561,21932,18162,26913,15890,26372,44386,50975,60568,72847,50582,45184,15702,,
23111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5483,3343,12174,4937,5432,2390,-199,4097,2041,4523,6450,11795,9097,9389,7986,8307,10277,8054,20822,22070,21203,11683,10306,13352,
23194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6856,35519,23644,29693,3603,0,0,1769,0,9180,9494,0,0,0,0,0,0,0,9221,0,0,0,0,0,
23197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186,1832,2478,3759,2991,4304,5501,2534,986,1463,2110,4109,7872,9393,9311,24216,46927,48022,53826,52086,45345,55443,65326,49302,
23259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4215,5256,9308,6542,7981,8738,7781,8950,5951,15605,30298,19984,11109,,,,,,,,,,,,
23304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18962,23748,10789,20977,9974,2118,1959,540,6251,10651,,,,,,,,,,,,,,,,
23341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,-244,514,1427,463,1822,2986,8027,5442,7837,6752,6266,0,1588,2846,,,,,,,,,
23503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,-60,-240,1316,2139,3241,,,,,,
23666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2825,4609,16351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
24104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,1135,1970,1946,1634,1229,2041,2557,3012,1526,3705,8018,9556,8598,10296,9706,3550,3845,3345,8477,7210,9489,11200,7980,5523,
24491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779,657,1262,1173,279,34962,25964,2230,7631,5546,10132,8550,7403,9938,7535,4637,17932,14129,3277,455,26,2512,2300,20712,18841,
24545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2442,25802,3493,3004,4860,4298,5545,4569,7370,12115,11850,23015,19413,11409,16880,11275,16219,23203,42389,46590,52389,51154,52181,48686,38777,
24741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2988,1887,1819,2645,5975,4208,15201,4653,2146,2316,35987,44661,69157,41396,42266,28837,31424,31017,21757,43317,48412,33395,37116,37909,32606,
25212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1405,2766,2376,3506,3293,1474,5191,9344,6849,7211,5143,6938,4662,3913,6336,5721,4221,,,,
25232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,3274,4818,13255,7337,6531,7004,7498,8379,6828,17702,5795,10703,7694,16311,12574,12122,8500,16814,19204,22078,14703,25522,18695,12664,
25445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4385,2677,11278,5211,4427,3219,8510,19220,2610,1683,5644,6271,9624,5880,5529,4699,8028,10092,13452,32625,34193,24498,26316,29984,47444,
25475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,1930,5069,3958,1565,3687,3588,3326,4028,7018,9362,13327,12926,13242,12711,11823,25584,24874,24367,25789,26283,26545,33363,22484,
25793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1755,1018,3030,2003,5108,3292,6583,4839,5563,2476,4777,2486,3594,4220,2722,3623,,,,,,
25895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,327,1820,2192,1627,1691,1926,1913,2515,1798,1658,2256,
26058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4441,4320,3354,23831,10096,5058,9817,-1551,-463,2743,12149,16008,0,0,3965,5658,12099,4933,1706,803,4463,24476,20913,26039,26279,
26076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32851,0,0,0,
26172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56647,16731,34416,14643,55474,5128,4535,5024,7538,0,37010,40789,37805,39278,36559,16571,30567,39129,22519,18445,34819,19932,16587,15603,0,
26324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,-40,0,0,8676,0,17744,13378,14898,14731,6883,12239,7725,24469,26533,22707,17741,16703,21274,20289,
26537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5794,5963,3394,1959,,,6313,8593,9806,10344,10190,11410,13582,11553,,,,,,,,,
26780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7558,20476,12788,10207,39656,1495,5664,5831,12849,14831,26547,37921,46077,26924,18879,11778,17415,14963,17590,38481,48058,47260,49769,60220,61402,
26987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3388,14688,3940,6510,2433,1567,1451,3538,3829,4598,,,,,,,,,,,,,,,
26990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4592,1528,638,349,,,,,,,,,,,,,,,,,,
27093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,2763,6327,8645,7002,9270,1059,2144,2626,3805,4166,4703,5145,5326,4318,5491,5497,8325,9840,5973,5720,3622,1207,0,
27096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,720,3539,11566,18081,16168,32108,36344,,,,,,,,,,,
27116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3087,2881,7913,8575,5733,-1377,95,,,,,,,,,,,,,,,,,,
27367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,399,1394,620,850,1005,4947,6930,5575,2608,7893,6925,6584,5954,436,817,555,,,,,,,,
27419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1172,0,0,6152,4337,1721,634,3701,3533,7939,9922,17410,11988,12471,10969,
27613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,907,5338,1659,706,4008,893,2064,1595,3926,6732,3223,3164,1357,385,423,,,,,,,,,
27751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2776,4032,4941,15915,11057,6330,8605,14699,19326,22262,27343,19297,21733,,,,,,,,,,,,
27904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6551,35736,50338,21786,73087,12611,7322,9640,14212,5444,13649,24910,5215,7250,16956,24398,18196,21195,13468,15660,16529,16161,13402,0,0,
27996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504,1543,42866,3891,55750,2945,14134,5215,16246,14874,28188,18349,15197,11465,10386,6389,9545,10408,37088,40499,47025,43240,41314,0,0,
28365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
28372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
28412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8400,11615,8966,8482,16934,6617,7503,7863,9255,8149,22696,26375,33501,42628,48807,48347,48753,64243,62645,58649,57695,48608,47793,45018,43779,
28452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5068,5567,7787,17233,14595,16353,7591,10083,,,,,,,,,,,
28582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
28626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307,3853,4779,26131,1763,6366,3140,4811,3796,3153,5548,7386,7082,1994,,,,,,,,,,,
28630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10198,6709,9828,5607,2677,8782,5611,10109,14187,17036,11949,6775,18629,21845,,,,,,,,,,,
28823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4810,5100,13811,10571,6540,3215,6400,6556,12894,23766,31735,32345,8265,0,0,0,0,0,0,0,0,0,0,0,
28917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1309,866,2143,3950,5878,7702,0,0,0,5820,7224,12270,16282,16421,13832,12395,6594,5278,7308,7493,
29002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,0,0,0,0,0,0,-40,240,260,240,-60,-60,-60,50,681,2435,1853,
29332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6219,3840,4262,4544,7321,5153,2620,4274,23760,22235,26556,30479,24068,19448,20250,12745,
29534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4969,4846,5408,6017,5139,775,2026,,7721,6761,9911,9964,17645,0,5178,29632,33955,24677,27280,11292,11840,11513,18489,16831,10735,
29590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3447,,,,,,,,,,,,,,,,,,,
29669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13172,63574,83285,55110,0,0,0,0,7355,0,16371,18642,22341,22794,18695,14838,14077,17985,0,0,0,0,9689,10868,29055,
29806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6538,11371,20217,11659,6395,38746,47426,46848,,,,,,,,,
29834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780,,,,,,,,,11352,12105,7084,9895,11488,8120,16657,16209,29539,28216,35840,,,,
29905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3525,4269,4806,5172,18277,11143,5450,4845,4923,8708,16423,12916,12320,9545,8149,1819,10330,15759,30176,39897,48454,33472,31969,41374,52751,
29915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13347,8463,15893,9053,11993,19406,6578,11877,17517,48177,34220,47141,36011,40842,26455,66504,50621,49394,46515,31282,41247,51172,51062,33352,
29924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4747,6018,4271,4877,6051,47252,3484,6949,5901,8154,22994,25757,33799,27985,,,,,,,,,,,,
29989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46091,6091,46390,8173,19506,3351,5081,5726,6909,9711,20407,18229,18633,18525,19164,18220,17645,24659,91512,26966,29665,26008,31239,27813,32401,
30140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978,1716,6074,1696,8521,2151,563,311,570,8388,4956,4281,0,0,1090,1024,,,,,,,,,
30197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2306,470,600,698,-565,723,1583,-1044,1830,2333,,,,,,,,,,,,,,,,
30302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478,2203,1146,504,803,389,940,2120,5466,7065,1962,0,3008,3698,9419,9662,9335,12412,8516,,,,,
30305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13518,29147,3994,2198,1262,3920,1653,2682,3101,9781,12675,19077,21273,23796,29126,12639,19707,25974,6703,17939,11381,23799,29786,21162,
30554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16253,9389,7943,8485,11561,10913,13856,11706,16189,30713,25293,24530,25069,17503,18745,15831,12676,24155,19132,23682,20860,24609,36103,52859,49016,
30625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4115,20165,22403,13773,16267,18258,9187,,43556,25784,27144,5104,9904,20685,34032,32616,29342,17936,14033,104791,18960,
30697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
